preco_imovel,tam_sala,tam_total,qtde_banheiros,qtde_quartos,condicao_imovel
386288.0,2080.016036,7980.0325429999975,1.75,3,7
368105.0,1180.046357,5319.949936,1.75,3,7
304554.0,1129.994222,8631.033215000001,1.75,3,7
396797.0,2129.960532,8428.026061,2.5,5,7
85269.0,779.9521939999997,16344.013399,1.0,2,5
433538.0,1800.046997,7288.021412,2.5,3,8
305942.0,2100.03689,7919.9699809999975,2.0,4,7
251036.0,1399.952834,19569.954229,1.0,2,6
206648.0,699.976417,8139.984097,1.0,1,6
566817.0,5049.991324000001,19349.940113,3.75,5,9
190438.0,879.9488249999997,9000.019707,1.0,2,5
116525.0,879.9488249999997,9000.019707,1.0,2,5
492882.0,2730.047957,10498.031669999997,2.5,4,8
234090.0,1499.949465,9282.033887,1.0,5,6
220187.0,1970.008978,10079.961794,1.5,3,7
272553.0,3669.951705,9179.992115,4.25,6,10
2227361.0,4999.939189,26540.010035,3.5,5,10
2013466.0,5049.991324000001,16239.926486000002,3.25,4,11
3826741.0,6210.016827,16750.027707,5.5,5,11
305270.0,2219.946736,8039.987466,1.75,4,7
211725.0,1250.011707,7200.9414609999985,1.75,3,6
406868.0,1419.9736879999994,8335.994716000001,1.5,3,7
422651.0,2159.991813,8284.973829999999,2.5,4,7
348005.0,1150.015076,7984.015186,1.0,3,7
451036.0,2520.044268,13041.971796,3.0,5,8
436969.0,2180.012667,9520.023716,2.5,4,8
351664.0,1900.0436280000001,8408.005207,2.5,4,8
621115.0,3340.03817,15294.963705000002,2.5,4,10
386081.0,2480.002560000001,13124.961464999995,2.5,5,8
815493.0,2600.020045,5875.0442589999975,2.75,3,8
690928.0,1560.012027,4999.939189,1.75,2,7
626137.0,2879.989084,4999.939189,2.0,4,8
704060.0,1829.970639,3440.034801,1.5,3,8
548650.0,2480.002560000001,6000.0131379999975,1.75,5,7
422578.0,1809.949785,7044.97255,2.5,4,7
454043.0,1590.043308,6300.0030309999975,1.75,3,7
433979.0,1849.991493,6549.9407889999975,2.0,3,7
316632.0,1809.949785,6549.9407889999975,1.5,3,7
320102.0,2210.043948,6599.992923999999,2.5,4,8
523908.0,1680.029512,6499.996293,1.75,3,7
505217.0,1809.949785,6549.9407889999975,1.5,3,7
395033.0,1370.029192,6549.9407889999975,1.75,3,6
452454.0,1370.029192,6549.9407889999975,1.75,3,6
503121.0,1719.9635809999993,6549.9407889999975,2.0,4,7
325614.0,1080.049726,6418.9441259999985,1.0,2,6
715491.0,2810.023734,4109.011186,3.0,4,8
597773.0,2110.047317,4109.011186,1.75,4,7
685589.0,2110.047317,4109.011186,1.75,4,7
228138.0,1180.046357,5039.980897,1.0,2,6
170693.0,1099.962941,9451.995868,1.75,3,6
330257.0,1260.022134,11474.963234,1.0,4,6
210434.0,2930.041219,10450.024676,2.5,7,7
285250.0,1370.029192,18090.025618,1.0,3,6
424456.0,1980.019405,7799.952495999999,2.5,3,8
381423.0,1980.019405,7799.952495999999,2.5,3,8
419649.0,1270.032561,29799.964789,0.75,2,6
304210.0,1319.9770569999996,8500.036552,1.5,3,7
572063.0,1529.9807459999995,4760.980609,1.5,3,7
545179.0,1590.043308,3999.972879,1.0,4,7
931588.0,2280.009298,6000.0131379999975,2.5,4,8
868994.0,3079.982346,3999.972879,2.5,5,8
1061210.0,5209.942878,12945.957808,3.25,4,11
1177892.0,4609.963092,17584.014679,4.0,5,11
1631840.0,4929.973838999998,22093.012389000003,4.0,4,12
1597457.0,4960.005120000002,17770.983622,4.0,4,12
1788419.0,5239.9741589999985,15400.019369,4.25,5,12
1533835.0,4949.994693,14942.015424000001,4.25,5,11
1041801.0,4629.9839459999985,14205.011191,3.5,4,11
989842.0,3550.0418590000004,15150.942722999998,3.75,4,11
928058.0,3550.0418590000004,15150.942722999998,3.75,4,11
1159192.0,4539.997742000001,19097.957214,3.5,5,11
1219048.0,5209.942878,16530.982342,3.25,4,11
1125773.0,4460.021965,16270.926517999998,3.5,4,11
1196462.0,4219.986995,17678.952277,4.25,4,11
1513784.0,4839.987635,15782.998930999998,3.5,4,11
1074694.0,4160.032072,15643.929342999998,4.5,4,11
1205871.0,4329.9940529999985,15708.943299,3.5,4,11
1425913.0,4629.9839459999985,14478.952446000001,4.5,4,11
1253603.0,3950.028383,14836.95976,3.5,4,11
1042669.0,3720.00384,7337.965908,4.25,5,10
897141.0,3550.0418590000004,7844.945598,3.5,4,10
786246.0,3149.947696,7120.965683999999,2.5,4,10
762969.0,3210.010258,8938.019643000001,2.5,4,10
766295.0,3230.031112,7330.969373000001,2.5,4,10
941612.0,3320.017316,8029.977038999998,3.75,4,10
982280.0,4070.045868,8726.939564,3.5,4,10
837400.0,3740.0246939999997,6998.0419459999985,3.5,4,10
915756.0,3189.989404,7379.9451180000015,4.25,5,10
965576.0,3279.975608,7422.031966999999,3.25,4,10
1094078.0,5090.0330319999985,9379.016626,4.5,6,10
782636.0,3100.0032,9923.992883,2.75,4,10
987408.0,3279.975608,8447.939276000001,4.0,4,10
981467.0,3510.0001509999997,12297.002277,3.5,4,10
980305.0,3510.0001509999997,12297.002277,3.5,4,10
974910.0,3499.989724,9472.985473,3.5,3,10
843907.0,3489.979297,6565.010248999999,3.25,4,10
936207.0,4099.96951,11735.987808999998,3.5,4,10
910956.0,3550.0418590000004,9749.94062,3.75,4,10
839124.0,3779.958763,10144.97575,2.5,4,10
807122.0,3149.947696,12363.953735,2.5,4,10
828132.0,3479.96887,7339.042298,2.5,4,10
919943.0,4099.96951,8074.00139,3.75,5,10
1041136.0,4099.96951,8074.00139,3.75,5,10
921812.0,4099.96951,8859.981367999999,3.5,4,10
924409.0,4070.045868,10364.989866,3.5,4,10
900645.0,3559.944647000001,6097.964628,3.5,4,10
992871.0,3479.96887,6634.9755989999985,3.5,4,10
835740.0,3730.014267,8628.988073999999,3.0,4,10
788918.0,3199.999831,6865.968893000001,2.75,5,10
767704.0,3199.999831,6865.968893000001,2.75,5,10
833233.0,3489.979297,7023.982944999999,3.25,4,10
850304.0,3830.010898,8130.942421,3.75,5,10
832269.0,3879.9553939999996,7207.937996,2.5,4,10
771793.0,3879.9553939999996,7207.937996,2.5,4,10
793098.0,3489.979297,7179.9518560000015,3.25,4,10
772969.0,3199.999831,6713.0138739999975,2.75,5,10
388472.0,1990.029832,8463.008736,2.25,4,7
370033.0,2959.964861,7812.976815000001,3.5,5,7
235634.0,970.042668,7499.962603,1.0,3,7
260729.0,1229.990853,7503.9452459999975,2.0,4,6
354122.0,1219.980426,8907.988362,1.75,3,7
316893.0,1819.960212,7440.007680000002,2.5,4,7
315316.0,1470.025823,7479.941749,2.5,3,7
246166.0,1749.994862,7839.994204,1.75,4,7
961346.0,2869.978657,8409.942708999999,2.5,3,10
584161.0,2070.005609,5500.0299829999985,1.75,3,7
309841.0,1590.043308,7747.9628589999975,2.25,3,7
333516.0,2039.974328,7350.021476000001,2.5,3,7
271472.0,2039.974328,7350.021476000001,2.5,3,7
308361.0,1660.008658,7605.987018000002,2.25,3,7
235370.0,1619.96695,7207.937996,1.75,3,7
265439.0,1660.008658,7333.983265000002,2.75,4,7
322894.0,1499.949465,7853.987273999999,2.0,4,7
313160.0,1539.991173,7209.983137,2.0,3,7
350124.0,1749.994862,7209.983137,2.5,3,7
309561.0,1729.974008,7223.976207,2.75,3,7
285183.0,1140.004649,6974.038449,1.75,3,7
314461.0,1229.990853,6000.0131379999975,1.75,3,7
342142.0,1700.050366,5994.9541050000025,2.25,3,7
298411.0,1429.984115,5999.044387,2.25,3,7
272432.0,1260.022134,7076.941333,2.0,3,7
318093.0,1609.9565229999994,6649.9374199999975,2.0,4,7
290051.0,1990.029832,6671.034664,2.5,4,7
404951.0,2329.953794,7801.997637,2.75,4,8
382951.0,1890.033201,6865.968893000001,2.25,4,8
351485.0,860.0356099999998,8167.970237,1.0,2,6
514846.0,1199.959572,8167.970237,2.0,3,6
537096.0,1199.959572,8167.970237,2.0,3,6
482617.0,1299.956203,8394.980888,1.75,3,6
364912.0,850.025183,8390.998244999999,1.0,2,6
449518.0,1409.963261,8053.011785,1.0,3,7
372178.0,1339.997911,1653.980874,1.5,2,8
465222.0,1819.960212,2900.009938,3.5,4,8
374028.0,1289.945776,2290.019725,2.5,3,8
415120.0,1439.994542,1974.9603719999998,2.5,3,8
317669.0,1829.970639,7271.983201000001,1.75,3,8
335443.0,2239.9675899999997,6999.979448,2.25,3,8
264248.0,1480.03625,3899.976248,1.75,3,7
317033.0,1490.046677,6799.986186,2.5,3,7
333243.0,1939.9776969999998,5949.9610029999985,1.75,3,8
345745.0,2010.050686,7499.962603,2.75,3,8
306716.0,1909.946416,6930.014098000002,2.5,3,7
348816.0,1570.0224540000006,9903.972029,2.25,2,7
101306.0,2119.950105,7200.9414609999985,2.5,5,7
101306.0,2110.047317,7560.9939159999985,2.5,5,7
236359.0,1399.952834,10100.951399,2.0,4,6
152044.0,779.9521939999997,9749.94062,1.0,2,6
381476.0,1619.96695,5030.939221000001,2.5,3,7
369187.0,1619.96695,5991.940212999999,2.5,3,7
427214.0,1980.019405,4643.008265,2.25,3,7
423390.0,1980.019405,4643.008265,2.25,3,7
400294.0,1959.998551,4353.99755,2.25,3,7
395083.0,1509.959892,3576.951609,2.25,3,7
502465.0,919.990533,33299.954513,1.0,2,7
584979.0,2679.995822,7726.973253999998,2.5,3,9
557591.0,2569.988764,5266.991548,2.5,4,9
362107.0,1409.963261,9583.961281999998,1.0,3,7
658562.0,3930.007529,44082.906616,4.5,7,10
449611.0,1560.012027,8456.012201000001,1.75,3,7
601441.0,2800.013307,21370.001226,2.5,4,8
309377.0,1089.952514,10295.993267,1.0,3,6
352067.0,1209.969999,13166.940675,1.0,2,6
302417.0,1040.008018,15000.032844999998,0.75,3,6
253082.0,1170.03593,9847.999748999999,1.5,3,7
238190.0,1360.0187649999998,9694.937091,1.75,3,7
601304.0,1959.998551,3565.00368,4.25,4,7
659699.0,2159.991813,5749.967741,1.75,3,7
660497.0,2159.991813,5749.967741,1.75,3,7
802133.0,2879.989084,435190.397145,3.0,4,9
291312.0,1199.959572,58410.94918400001,1.75,3,7
455815.0,2749.961172,18910.019519999998,2.5,5,8
277024.0,1199.959572,43559.888715,1.0,4,6
460754.0,2500.023414,35244.991243000004,2.75,3,7
421647.0,909.980106,4999.939189,1.0,2,7
472670.0,1189.9491449999996,4999.939189,2.0,2,7
184397.0,660.0423480000002,3999.972879,1.0,2,5
338759.0,1260.022134,4195.983498,1.0,3,7
298752.0,1199.959572,6799.986186,1.75,3,7
351845.0,1240.0012800000004,29227.971143,1.0,2,6
160944.0,620.0006400000002,8260.970333,1.0,2,5
369046.0,970.042668,13699.969003,1.0,2,7
288445.0,840.014756,7874.008127999998,1.0,2,6
338131.0,1299.956203,7199.972709999999,1.0,3,7
421954.0,2110.047317,13999.958896,2.0,5,6
311431.0,1570.0224540000006,9999.986017,2.0,5,6
470856.0,2620.040899,8803.040337,2.75,5,8
454223.0,1309.96663,21533.935423,1.5,3,7
110965.0,2280.009298,4319.983625999998,2.5,4,7
449611.0,2190.023094,220413.67196799998,2.25,3,7
555489.0,2600.020045,51835.928508,2.5,4,8
520193.0,2500.023414,43559.888715,2.75,4,8
686003.0,1800.046997,13186.961528999998,2.5,3,9
1363472.0,3369.9618119999996,9410.985409,2.25,4,10
579141.0,1229.990853,2725.957675,1.0,2,7
485053.0,1550.0016,3679.962132,1.75,3,7
651746.0,1419.9736879999994,3750.035121,1.0,3,7
492677.0,1240.0012800000004,3999.972879,1.0,3,7
2348082.0,5149.987955,963700.685759,3.75,4,11
583657.0,4699.949296,8211.994588,4.75,7,8
428615.0,2129.960532,9799.992755,2.5,4,7
451988.0,1839.981066,11367.001316999998,1.5,4,7
415956.0,2059.995182,10910.934873999999,1.75,5,7
400452.0,2019.953474,10199.979279,1.0,5,8
280645.0,860.0356099999998,9306.037384,1.0,2,6
398180.0,2100.03689,9004.002349999999,3.0,4,7
439830.0,1829.970639,8800.026445,2.25,3,8
452078.0,1170.03593,30963.972935,1.0,3,7
418156.0,1829.970639,27467.965854000002,1.75,3,7
911681.0,2510.033841,31499.907516000007,2.75,4,8
404211.0,2300.030152,14928.022353999999,2.75,4,7
393905.0,1719.9635809999993,10399.972541,2.5,3,8
386890.0,1529.9807459999995,10730.962466,1.75,3,7
553124.0,1880.0227739999998,45737.96388,1.75,3,8
686149.0,2449.971279,52647.95712399999,3.0,4,8
382038.0,1129.994222,6499.996293,1.0,3,6
301716.0,2180.012667,4499.956034000002,2.75,4,7
297944.0,1570.0224540000006,4774.0049279999985,2.5,3,7
286726.0,2019.953474,4999.939189,2.5,4,7
317267.0,1109.973368,7999.945758,2.0,2,7
288176.0,1619.96695,9449.950727,2.25,3,7
314434.0,1690.0399389999998,14746.004805,1.0,2,6
235345.0,2449.971279,7667.0183309999975,4.0,4,7
366972.0,1539.991173,2775.041059,1.0,2,6
644400.0,2000.0402589999999,2500.023414,2.5,2,8
616996.0,1970.008978,6000.0131379999975,1.75,3,8
671990.0,1970.008978,6000.0131379999975,1.75,3,8
826554.0,1680.029512,6434.982337,2.0,4,6
809863.0,2100.03689,4440.001111,2.5,3,7
782239.0,2600.020045,6049.9576339999985,2.75,4,8
662588.0,2620.040899,4843.970278,1.5,3,8
914738.0,3089.992773,8239.011976999998,3.75,4,9
813115.0,2439.960852,7041.958658000001,2.75,4,7
899900.0,2790.0028799999995,4295.980129,2.5,3,9
754264.0,2579.999191,7899.949126999999,3.0,3,9
814289.0,2339.964221,4799.945927000002,2.75,3,8
1034548.0,3069.971919,4440.001111,3.5,4,9
903860.0,2110.047317,4718.0326479999985,2.75,3,7
1098056.0,2380.005929,1838.043564,3.25,3,10
1239648.0,2969.975288,13344.975581,3.5,4,10
729907.0,2849.957803,4496.942142,2.0,4,7
843823.0,3020.027423,9244.03732,3.25,4,10
364001.0,1700.050366,6341.982241000002,1.75,3,6
420152.0,1240.0012800000004,10499.969172,1.0,2,7
314754.0,2779.9924530000008,7874.976879000002,3.25,4,9
760048.0,2779.9924530000008,7874.976879000002,3.25,4,9
352259.0,979.945456,7227.95885,1.0,3,7
449620.0,1439.994542,7980.0325429999975,2.5,3,7
523492.0,2080.016036,7350.021476000001,2.25,3,7
451988.0,860.0356099999998,9166.967795999999,1.0,1,6
856462.0,2949.9544339999998,4381.98369,3.25,4,9
359669.0,1370.029192,1363.032657,2.25,3,8
730754.0,2620.040899,7632.035655999999,2.5,3,9
330964.0,1240.0012800000004,9375.033983,1.5,3,7
346922.0,1570.0224540000006,8304.025932999999,1.0,4,7
337090.0,1189.9491449999996,3000.006569,2.5,3,7
156905.0,840.014756,3000.006569,1.0,3,5
289603.0,2639.954114,6999.979448,3.0,5,7
384584.0,2520.044268,4499.956034000002,2.5,3,8
400414.0,2480.002560000001,4499.956034000002,2.5,4,8
296414.0,1809.949785,17699.941882,1.0,3,6
301575.0,1880.0227739999998,7499.962603,2.0,4,6
220776.0,1880.0227739999998,7499.962603,2.0,4,6
571604.0,2329.953794,7043.0350480000025,2.5,3,8
954916.0,2600.020045,9524.97511,2.5,4,8
952747.0,2249.978017000001,10159.937570999999,2.5,4,9
881341.0,2790.0028799999995,10124.954896,3.5,4,8
843908.0,2790.0028799999995,10124.954896,3.5,4,8
669774.0,1919.956843,9524.97511,2.25,5,8
864609.0,2910.020365000001,9524.97511,2.75,4,8
938451.0,2910.020365000001,10124.954896,2.75,4,8
1251497.0,3159.958123,9524.97511,3.75,4,10
1438271.0,3159.958123,9524.97511,3.75,4,10
733599.0,1909.946416,9524.97511,2.75,3,7
1644242.0,3569.9550740000004,9524.97511,3.5,4,10
866095.0,2249.978017000001,9524.97511,2.25,4,8
1113360.0,2159.991813,11429.970132,2.5,3,8
456064.0,1509.959892,14275.945291999999,0.75,4,8
355732.0,1140.004649,20382.951596000006,1.5,3,7
345795.0,1099.962941,15257.935888999995,1.5,3,7
412209.0,1959.998551,15200.026107,1.0,3,7
362583.0,1140.004649,18677.949836,1.0,3,7
269294.0,1738.0469329999999,2796.030664,2.5,4,7
282402.0,1429.984115,15610.991809,1.5,3,6
193910.0,2070.005609,25710.005706,2.5,3,6
298976.0,1240.0012800000004,10886.931376999999,1.75,3,6
292443.0,1240.0012800000004,10956.035615,1.75,3,6
283279.0,1470.025823,9679.97527,1.75,3,8
432497.0,1170.03593,8739.963883,1.75,3,7
681736.0,2710.027103,3244.992933,2.5,4,8
498001.0,1580.032881,5749.967741,1.75,3,7
487051.0,970.042668,3392.996558000001,1.0,2,6
633957.0,2369.9955019999998,5849.964372,2.75,4,7
608073.0,1939.9776969999998,6440.041369999999,2.0,3,7
491066.0,1339.997911,5800.0198759999985,1.0,4,7
800589.0,2239.9675899999997,5849.964372,2.25,5,8
387464.0,1390.0500459999994,4291.997486,1.0,2,6
518725.0,2170.00224,7202.017851000001,2.5,4,8
575794.0,2930.041219,5569.026582,2.75,3,9
622097.0,2930.041219,5569.026582,2.75,3,9
568598.0,1929.96727,6345.964883999999,2.5,3,9
602770.0,2339.964221,8111.029205999997,2.5,3,9
795763.0,2319.9433670000008,12627.023451,2.0,3,9
578577.0,2359.985075,7440.007680000002,2.5,4,9
604883.0,2049.984755,9586.006423,2.25,4,8
544310.0,1959.998551,8469.03652,2.5,3,8
613412.0,1639.987804,10376.937795,2.25,3,7
785965.0,2390.016356,10699.962434,2.5,3,7
1109947.0,1900.0436280000001,11215.9838,2.5,3,10
453333.0,1660.008658,18008.973450999998,1.75,3,7
493922.0,2779.9924530000008,20793.917298,2.75,4,7
390687.0,1639.987804,17334.938033000002,1.0,2,7
353114.0,1639.987804,17334.938033000002,1.0,2,7
744581.0,3269.965181,21270.004595,2.5,4,9
555778.0,2439.960852,47915.931406,2.25,3,8
573918.0,2438.9921010000007,23434.947802,2.5,3,8
169558.0,1539.991173,54449.94162299999,2.0,2,7
620120.0,2190.023094,38306.997876,2.5,3,9
688569.0,2149.981386,31237.91419,2.75,3,9
584813.0,2649.964541,47080.975683,2.5,4,9
723324.0,3130.034481,40104.892093,2.5,4,9
701698.0,2969.975288,31773.956410000006,3.0,4,9
644819.0,3059.9614919999995,43702.940945999995,3.5,5,9
647619.0,2690.006249,32779.950504,2.5,4,9
762506.0,2839.947376,34202.938083999994,2.5,4,9
742449.0,2769.982026,63117.895015,2.5,4,9
482111.0,2119.950105,15297.008846,2.5,3,7
378340.0,1129.994222,9878.999781,2.0,3,6
323015.0,1129.994222,9878.999781,2.0,3,6
382726.0,1680.029512,8945.984929,2.0,3,6
552495.0,2449.971279,55386.939117999995,2.5,4,9
619390.0,1929.96727,24904.004874,2.5,3,9
743638.0,2979.985715000001,24702.935222,2.5,4,9
660591.0,2329.953794,33880.989835,2.5,3,9
668396.0,2319.9433670000008,32771.985217999994,2.5,3,9
668491.0,2469.9921329999997,33304.905907,2.5,4,9
687288.0,2469.9921329999997,33304.905907,2.5,4,9
612857.0,2649.964541,21545.990991,2.5,3,9
793967.0,2930.041219,42059.93925,2.5,3,9
728055.0,2290.019725,62289.935827,2.5,3,9
1707922.0,3410.00352,6006.040922,3.25,3,10
517412.0,2259.988444,4086.945191,2.75,4,8
645697.0,2429.950425,6099.041018,2.5,4,8
400095.0,1590.043308,8545.998405,1.75,3,8
486125.0,2180.012667,8249.991155,2.5,4,7
415956.0,1609.9565229999994,9599.999493,1.75,3,8
453333.0,1609.9565229999994,9599.999493,1.75,3,8
1027521.0,2480.002560000001,7479.941749,2.0,3,8
236829.0,2487.967846,31499.907516000007,2.0,3,8
361449.0,2119.950105,22482.019735,2.5,3,7
434531.0,2400.026783,15069.029444,2.5,4,8
555882.0,2029.963901,99315.814325,1.75,3,7
806156.0,3559.944647000001,102365.873029,3.5,4,9
496387.0,1919.956843,207780.728372,1.5,3,7
536232.0,1089.952514,409463.384477,1.5,3,6
689067.0,2249.978017000001,60547.906251,3.25,3,9
261608.0,1880.0227739999998,40754.924014,1.0,3,7
1762555.0,2679.995822,28524.980833999998,1.75,3,8
889437.0,3779.958763,5025.987827,3.5,4,9
547585.0,2180.012667,5238.036657,2.25,4,7
432355.0,2039.974328,9477.936867,2.5,4,7
460501.0,1976.036762,11504.025764,2.0,4,7
381265.0,1380.039619,7181.996997,1.0,3,7
283182.0,1419.9736879999994,4999.939189,2.0,4,7
127077.0,1450.0049689999996,8039.987466,1.75,3,7
439042.0,1399.952834,10613.958873,2.75,3,7
401595.0,2139.9709589999998,6489.985866,2.75,4,8
1051834.0,4939.9842659999995,43559.888715,4.25,4,10
551521.0,1860.00192,42799.957375,2.0,3,7
645697.0,1529.9807459999995,6449.944158,1.0,2,7
391801.0,719.997271,3999.972879,1.0,2,6
541168.0,1280.0429880000004,5018.0225409999985,1.75,2,7
743754.0,1849.991493,6449.944158,2.5,4,8
447365.0,2449.971279,4591.018628,3.0,5,7
1212886.0,4409.96983,70843.89951799999,3.5,4,10
422598.0,960.032241,7103.958722,1.5,3,7
572208.0,3369.9618119999996,10972.934938,3.5,4,8
521793.0,2610.030472,11287.02554,2.0,5,8
561731.0,2559.978337,10464.017746,1.75,3,8
511857.0,2420.047637,10499.969172,1.75,4,8
791769.0,2629.943687,7140.017787000002,2.5,4,8
643754.0,3210.010258,8519.949767,3.75,4,7
412863.0,1629.977377,7905.976911,2.0,3,7
688960.0,2679.995822,8363.012105,2.5,3,9
785596.0,2979.985715000001,7629.990514999998,2.5,3,9
285255.0,960.032241,6376.964916,1.0,2,7
487712.0,2100.03689,24582.917737,2.5,3,8
835094.0,3140.044908000001,74051.86463499999,3.0,3,8
559874.0,1819.960212,77971.861737,3.0,4,8
749351.0,2869.978657,36648.92672,3.25,4,9
932334.0,3650.03849,23658.944561,2.5,4,10
626275.0,3489.979297,16027.985294999999,3.0,4,10
402750.0,2900.009938,5335.988147,1.75,5,8
297051.0,1289.945776,8800.026445,1.5,3,7
325105.0,1649.9982309999998,8849.970941,1.75,3,7
510570.0,2889.999511,21779.998177,2.5,3,8
302757.0,1514.050174,16475.010061999998,1.5,1,6
751703.0,4060.035441,10799.959065,4.5,4,10
311554.0,1519.970319,7350.021476000001,1.75,4,7
391691.0,2119.950105,9841.971965,1.75,4,7
383590.0,2739.950745,5400.033352,2.5,5,8
450018.0,2579.999191,5459.988275,2.5,4,8
421714.0,2510.033841,8774.946558,1.75,4,7
335738.0,1560.012027,8449.984417,1.75,4,7
444749.0,2080.016036,7799.952495999999,1.75,3,7
846026.0,2310.040579,7588.980055999998,2.5,3,9
704518.0,1299.956203,8400.039921,1.0,4,7
603271.0,3750.035121,8266.029365999999,3.75,5,10
711901.0,1140.004649,9136.936515,1.0,2,7
1110977.0,2779.9924530000008,8912.939756,2.75,5,8
635174.0,4990.0364009999985,10195.996636,3.75,4,11
703232.0,1099.962941,8724.033311,1.0,2,7
754973.0,2349.974648,10351.965547,1.75,5,7
492781.0,1890.033201,11391.004814,2.0,4,7
825671.0,1980.019405,8260.001581999999,2.25,3,7
598231.0,1350.008338,9293.013065,1.75,4,7
751727.0,1350.008338,9293.013065,1.75,4,7
747827.0,2490.012987,41158.893181,2.0,4,7
501787.0,2339.964221,7254.0074879999975,2.5,4,8
398230.0,2949.9544339999998,8439.97399,2.5,4,8
416306.0,2510.033841,12012.942956,2.25,3,8
243582.0,2510.033841,12012.942956,2.25,3,8
398689.0,2070.005609,7799.952495999999,2.5,4,8
1306054.0,3079.982346,19933.989327,3.0,4,10
1811231.0,2710.027103,20185.003475,2.75,4,9
3100598.0,6079.988915,20167.996513,5.0,5,12
368346.0,1919.956843,18927.995233,1.5,3,7
443563.0,2469.9921329999997,12993.964802,3.25,4,8
486914.0,2449.971279,17399.951988999994,2.25,3,8
298954.0,1529.9807459999995,10350.028045,2.5,4,7
416358.0,1860.00192,4024.945127,2.5,4,7
419295.0,1860.00192,3913.969318,2.5,3,7
396235.0,1880.0227739999998,6031.981921000001,1.75,3,6
700709.0,2869.978657,5452.99174,2.25,4,8
600347.0,2869.978657,5452.99174,2.25,4,8
437655.0,1770.015716,6293.006496,2.0,2,6
382427.0,2510.033841,5297.022829,2.5,4,9
634645.0,2939.944007,5053.973967,4.75,6,7
491871.0,2380.005929,6025.954137000002,1.75,3,7
494261.0,1990.029832,12865.982031,2.5,3,7
475290.0,1849.991493,7154.0108569999975,2.25,3,7
358719.0,2210.043948,3599.9863549999995,2.5,4,7
368592.0,1990.029832,3644.010706,2.5,3,7
